Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Chiều ngang,Chiều dài,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Giấy tờ pháp lý
"4,95 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",20 m²,N/A,N/A,3 phòng,N/A,N/A,Đã có sổ
"5,67 tỷ","An Bình, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",37 m²,3.3 m,8.3 m,5 phòng,4 phòng,N/A,N/A
"2,48 tỷ","Đường Vạn Tượng, Phường 13, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",40 m²,N/A,N/A,4 phòng,5 phòng,3,Đã có sổ
"15,5 tỷ","Đường Mạc Cửu, Phường 13, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",47 m²,N/A,N/A,5 phòng,N/A,N/A,Đã có sổ
"10,8 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",46 m²,N/A,N/A,5 phòng,6 phòng,4,Đã có sổ
"11,5 tỷ","Nguyễn Biểu, Phường 1, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",53 m²,N/A,N/A,10 phòng,N/A,N/A,Đã có sổ
"7,8 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",46 m²,N/A,N/A,5 phòng,5 phòng,3,Đã có sổ
"3,9 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",24 m²,3 m,8 m,2 phòng,1 phòng,3,Đã có sổ
"17,5 tỷ","Đường Hùng Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",55 m²,4 m,14 m,4 phòng,N/A,N/A,Đã có sổ
"3,2 tỷ","Trần Hoà, Phường 11, Quận 5, Tp Hồ Chí Minh","Nhà mặt phố, mặt tiền",15 m²,N/A,N/A,4 phòng,N/A,N/A,Đã có sổ
"2,95 tỷ","Đường Lạc Long Quân, Phường 5, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",25 m²,2.792 m,N/A,2 phòng,N/A,2,Đã có sổ
"7,9 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",72 m²,4 m,18 m,3 phòng,4 phòng,2,Đã có sổ
"4,7 tỷ","Đường Số 2, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Nhà ngõ, hẻm",53 m²,4 m,14.5 m,3 phòng,3 phòng,2,Đã có sổ
"6,5 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",23 m²,3.5 m,6.5 m,3 phòng,N/A,N/A,Đã có sổ
"4,45 tỷ","Đường Trần Phú, Phường 4, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",21 m²,3.1 m,7 m,3 phòng,3 phòng,3,Đã có sổ
85 triệu,"8, số 37 khu dân cư tân qui đông, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Giấy tờ khác
"1,77 tỷ","Đường Bùi Hữu Nghĩa, Phường 7, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",10 m²,N/A,N/A,2 phòng,2 phòng,N/A,Đã có sổ
13 tỷ,"Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",60 m²,4 m,15 m,5 phòng,5 phòng,5,Đã có sổ
"3,98 tỷ","Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",30 m²,5 m,6 m,2 phòng,2 phòng,N/A,Đã có sổ
"10,9 tỷ","Đường Nghĩa Thục, Phường 6, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",64.4 m²,4 m,16.1 m,2 phòng,3 phòng,2,Đã có sổ
"12,5 tỷ","Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh","Nhà ngõ, hẻm",51 m²,4 m,13.5 m,5 phòng,N/A,5,Đã có sổ
